"File Name","Item Sequence","Title","Descriptive title","Thumbnail URL","viewingHint","Parent ARK","Item ARK","Object Type","AltTitle.other","AltTitle.uniform","Place of origin","Date.normalized","Date.creation","Scribe","Author","Associated name","Contributors","Contents note","Colophon","Incipit","Explicit","References","Provenance","General note","Format.extent","Format.weight","Form","Format.dimensions","Support","Foliation","Page layout","Hand note","Illustrations note","Inscription","Additions","Binding note","Ink color","Features","Condition note","Type.typeOfResource","Type.genre","Language","Text direction","Writing system","Script","Script note","Rights.statementLocal","Rights contact","Name.repository","Shelfmark","Collection","Other version(s)","IIIF Manifest URL","delivery","image count","Viscodex"
"","","Sinai, St. Catherine’s Monastery, Arabic 84","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29tv7%2Fmh405k2p/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1b29tv7","Work","Four Gospels","Bible. Gospels","","1262","1262 CE","","","","","Each Gospel followed by its index, divided according to Greek Calendar","","","","Kamil","","","242 ff.","1305.5 g","Codex","223 x 149 x 78.0 mm","Paper","","","","","","","","","","","text","Biblical texts|~|Gospel books","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 84","Old Collection","https://www.loc.gov/item/00279386085-ms/","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b29tv7/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic 86","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz169932d%2Fkq01wg5s/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z169932d","Work","Four Gospels","Bible. Gospels","","1301/1400","14th c. CE","","","","","","","","","Kamil","","","193 ff.","1392.5 g","Codex","228 x 162 x 82.0 mm","Paper","","","","","","","","","","","text","Biblical texts|~|Gospel books","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 86","Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891611","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz169932d/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF M 10","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j8bbp%2Fgb670t1x/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z12j8bbp","Work","","Horologion","","","n.d.","","","","","","","","","Meimaris","","","49 ff.","168.8 g","Codex","183 x 145 x 30.0 mm","Parchment","","","","","","","","","","","text","Liturgical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF M 10","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12j8bbp/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF M 6","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xs7txw%2Fzd20z20r/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1xs7txw","Work","Gospels of Matthew, Mark, Luke, and John","Evangelion","","","n.d.","","","","","Each Gospel is preceded by a table of pericopes.","","","","Meimaris","","","109 ff.","372.6 g","Codex","207 x 150 x 38.0 mm","Parchment","","","","","","","","","","","text","Liturgical texts|~|Lectionaries|~|Gospel books|~|Biblical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF M 6","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xs7txw/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 12","Religious poetry","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t17368%2F49103v24/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1t17368","Work","","","","","n.d.","","","","","1. My heart yearns for the land of Jerusalem, my abode, may it please God to make it my homeland; 2. Lord, I am concerned with the marvels of George ...; 3. The second marvel of St. George ...; 4. The nature of the fast; 5. Praise God, O all peoples, praise God day and night; 6. O my eyes, do not weep for the dead ...; 7. Praise God, O all peoples, the Lord of Lords, the Omniscient; 8. I beheld the birth of the Virgin ....","","","","Meimaris","","","24 ff.","46.2 g","Quire(s)","163 x 121 x 10.0 mm","Paper","","","","","","","","","","","text","Poetry","ara","right-to-left","Arabic","Kufic","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 12","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t17368/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 15","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p86bf3%2Fvv84sz09/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1p86bf3","Work","Readings from the Old Testament, along with commentaries (from the third to the sixth reading)","Lectionary","","","n.d.","","","","","","","","","Meimaris","","","43 ff.","75.7 g","Quire(s)","170 x 129 x 11.0 mm","Paper","","","","","","","","","","","text","Lectionaries|~|Biblical texts","ara","right-to-left","Arabic","Kufic","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 15","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p86bf3/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 19","Varia","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm4960%2Fv6968c8r/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1jm4960","Work","","","","","n.d.","","","","","1. Martyrdoms of the five pure and holy martyrs: St. Eustratios, St. Auxentios, St. Eugenios, St. Orestos, St. Mardarios, who were five holy Armenian saints in the time of Diocletian and Maximian; 2. Wisdom of Solomon, son of David, king of Israel; 3. The response of the Apostle Paul and what Christ our Lord and God revealed to him concerning human endeavors.","","","","Meimaris","","","57 ff.","146.4 g","Codex","226 x 137 x 17.0 mm","Paper","","","","","","","","","","","text","","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 19","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jm4960/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 2","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3jdc%2Fwh034k1b/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1dv3jdc","Work","","Bible. Psalms|~|Psalter","","","n.d.","","","","","Contains readings from the 43rd to the 90th Psalm.","","","","Meimaris","","","85 ff.","201.5 g","Codex","172 x 130 x 27.0 mm","Paper","","","","","","","","","","","text","Liturgical texts|~|Biblical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 2","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv3jdc/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 20","Martyrdom of St. Matthew ; The Calling of James ; The Martyrdom of James, brother of Jesus ; Martyrdom of St. Mark ; Martyrdom of St. Mark ; Proverbs of Ibn Rahmah","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932snh%2Fzg103z1d/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1932snh","Work","Martyrdom and passion of Matthew, the disciple of Jesus Christ ; The calling of James, companion and disciple of the Lord ; Martyrdom of James, brother of the Lord ; Martyrdom of our Father St. Mark the Evangelist ; Martyrdom of St. Luke the Evangelist","","","1160","1160 CE","","","","","","","","","Meimaris","","","21 ff.","107.3 g","Codex","215 x 155 x 20.0 mm","Paper","","","","","","","","","","","text","","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 20","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1932snh/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 23","History of Mary the Mother of God ; Book of the Days and Festivals of the Romans and Franks ; The Vision of St. Gregory the Theologian ; Epistle to the Bishop Abraham from His Sister Qazirah bint Maryam bint Lu’lu’ah","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b21zm%2F3n93gr5s/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z15b21zm","Work","History and birth of Mary the Mother of God ; Book of the days and festivals, in two parts, of the Romans and Franks, the objectionable days and the advantages of the months ; Epistle to the Bishop Abraham from his sister Qazirah daughter of Mary daughter of Lu'lu'ah (Pearl).","","","","n.d.","","","","","","","","","Meimaris","","Decorative borders (ff. 22v, 23r)","64 ff.","209.8 g","Codex","152 x 124 x 35.0 mm","Paper","","","","","","","","","Border(s), Decorative","","text","","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 23","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15b21zm/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 25","One hundred questions posed to the Holy Father Caesarius, with his answers","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k1996%2Fjc76xj19/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z11k1996","Work","One hundred questions posed to the Holy Father Caesarius and the answers he gave to them, and this is the first part of the Questions, translated from Greek into clear Arabic","","","","n.d.","","","","","","","","","Meimaris","","","128 ff.","259.4 g","Codex","142 x 121 x 43.0 mm","Paper","","","","","","","","","","","text","","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 25","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11k1996/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 28","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wt0ss2%2F3n98t767/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1wt0ss2","Work","","Horologion","","","n.d.","","","","","","","","","Meimaris","","","39 ff.","72.0 g","Codex","168 x 127 x 12.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","ara","right-to-left","Arabic","Kufic","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 28","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wt0ss2/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 29","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s2022f%2F4218n41s/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1s2022f","Work","Inspired sayings from the Old and New Testament","Bible|~|Bible. Old Testament|~|Bible. New Testament","","","n.d.","","","","","","","","","Meimaris","","Decorative borders (f. 22r)","37 ff.","100.3 g","Codex","184 x 136 x 15.0 mm","Paper","","","","","","","","","Border(s), Decorative","","text","Biblical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 29","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s2022f/manifest","delivery 8.1","",""
