File Name,Item Sequence,Visibility,Title,Thumbnail URL,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,AltTitle.other,AltTitle.uniform,Place of origin,Date.normalized,Date binding,Date.creation,Scribe,Illuminator,Rubricator,Author,Commentator,Compiler,Translator,Subject name,Subject topic,Subject place,Subject temporal,Summary,Contents,Colophon,Incipit,Explicit,Motif,Bibliography,References,Provenance,Signature,General note,Physical Description,Format.extent,Format,Format.dimensions,Support,Foliation,Collation,Page layout,Writing and hands,Illustrations note,Inscription,Additions,Binding note,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights.statementLocal,Rights contact,Name.repository,AltIdentifier.local,Series,Collection (physical),Undertext object(s),Overtext mss,Other version,Ms cataloger/scholar,(originator of the digitized object),Lens make | Lens model,Aperature,Camera Operator
,,sinai,"Sinai Arabic 88. Four Gospels : manuscript, 1290. St. Catherine's Monastery, Sinai, Egypt",,,paged,21198/z1bk2gmg,ark:/21198/z1n88f4r,Work,,,,1290,,1290,,,,,,,,,,,,,,,,,,,Kamil|~|LOC,,,,,307 ff. ; 1674.4 g,Codex,222 x 164 x 95 mm,Paper,,,,,,,,,,"Rubrication|~|Marginalia|~|Decoration, Geometric|~|Headpiece(s)",f 45-46 are tight,text,***,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 88,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871368/NLI,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Lampros Galanis
,,sinai,"Sinai Arabic 91. Four Gospels, Calendar of readings according to Greek rite : manuscript, 1289. St. Catherine's Monastery, Sinai, Egypt",,,paged,21198/z1bk2gmg,ark:/21198/z1hh7pfg,Work,,,,1289,,1289,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,,,264 ff. ; 1444.0 g,Codex,225 x 161 x 84 mm,Paper,,,,,,,,,,"Rubrication|~|Marginalia|~|Decoration, Geometric|~|Headpiece(s)|~|Colophon",45AB / 112AB,text,***,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 91,,Sinai. Old Collection,,,https://www.loc.gov/item/00279386723-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Vasilis Kasotakis
,,sinai,"Sinai Arabic 102. Four Gospels: manuscript, [13th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,21198/z1bk2gmg,ark:/21198/z1cv5n31,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,,,218 ff. ; 1152.5 g,Codex,216 x 153 x 74 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia,"143AB / 1 blank stub between 10r-9v, 16r-15v, ...",text,Biblical texts,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 102,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891613/NLI,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades
,,sinai,"Sinai Arabic 108. Four Gospels: manuscript, [13th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,21198/z1bk2gmg,ark:/21198/z1834wfh,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,111 written as 101 / glued together: f.142-y_999 / NO 142v,,247 ff. ; 1301.4 g,Codex,208 x 165 x 85 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia|~|Colophon,"1 blank stub between 127r-126v, 217r-216v, 229...",text,Biblical texts,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 108,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891616/NLI,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades
,,sinai,"Sinai Arabic 109. Four Gospels: manuscript, [13th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,21198/z1bk2gmg,ark:/21198/z14b44rm,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,1-4 mouse damage / NO 5,,320 ff. ; 1529.8 g,Codex,215 x 161 x 101 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia|~|Colophon,219-220 tight opening / 288AB / 303 noted as 2...,text,Biblical texts,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 109,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871372/NLI,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Vasilis Kasotakis
,,sinai,"Sinai Arabic 113. Four Gospels: manuscript, [12th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,21198/z1bk2gmg,ark:/21198/z10k3d0v,Work,,,,1101/1200,,12th c.,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,,,183 ff. ; 1384.7 g,Codex,267 x 208 x 65 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia,NO 174 / 175AB / Stub 71r-70v,text,Biblical texts,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 113,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871374/NLI,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Vasilis Kasotakis
,,sinai,"Sinai Arabic 116. Lectionary: manuscript, 985.  St. Catherine's Monastery, Sinai, Egypt",,,paged,21198/z1bk2gmg,ark:/21198/z1vt2wgq,Work,,,,985,,985,,,,,,,,,,,,,,,,,,,Kamil|~|LOC,,,,,207 ff. ; 1070.5 g,Codex,214 x 162 x 77 mm,Paper,,,,,,,,,,"Rubrication|~|Decoration, Geometric|~|Headpiece(s)|~|Initial(s), Decorated",Left to right foliation / 1 blank stub 119v-120r,text,Liturgical texts|~|Lectionaries,Arabic|~|Greek,right-to-left,Arabic|~|Greek,Kufic|~|Greek uncial,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 116,,Sinai. Old Collection,,,https://www.loc.gov/item/00279386760-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades
,,sinai,"Sinai Arabic 132. Lectionary (Gospels), with commentary: manuscript, 1282.  St. Catherine's Monastery, Sinai, Egypt",,,paged,21198/z1bk2gmg,ark:/21198/z1r224s4,Work,,,,1282,,1282,,,,,,,,,,,,,,,,,,,Kamil|~|LOC,,,,,520 ff. ; 2358.9 g,Codex,220 x 165 x 127 mm,Paper,,,,,,,,,,"Rubrication|~|Marginalia|~|Decoration, Geometric|~|Decoration, Vegetative|~|Headpiece(s)|~|Colophon",6 blank stubs between 520r-519v,text,Liturgical texts|~|Lectionaries,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 132,,Sinai. Old Collection,,,https://www.loc.gov/item/00279384271-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Lampros Galanis
,,sinai,"Sinai Arabic 137. Lectionary (Gospels), with commentary: manuscript, 1214.  St. Catherine's Monastery, Sinai, Egypt",,,paged,21198/z1bk2gmg,ark:/21198/z1md03cs,Work,,,,1214,,1214,,,,,,,,,,,,,,,,,,,Kamil|~|LOC,,,,,390 ff. ; 1452.2 g,Codex,205 x 147 x 95 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia,1 blank stub 84r-83v,text,Liturgical texts|~|Lectionaries,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 137,,Sinai. Old Collection,,,https://www.loc.gov/item/00279384258-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades
,,sinai,"Sinai Arabic 139. Lectionary (Gospels): manuscript, 1185.  St. Catherine's Monastery, Sinai, Egypt",,,paged,21198/z1bk2gmg,ark:/21198/z1gm9bpz,Work,,,,1185,,1185,,,,,,,,,,,,,,,,,,,Kamil|~|LOC,,,folio 46 ripped,,171 ff. ; 1132.4 g,Codex,224 x 148 x 79 mm,Paper,,,,,,,,,,Rubrication|~|Colophon,NO 1 / b_000=1v / termite damage,text,Liturgical texts|~|Lectionaries,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 139,,Sinai. Old Collection,,,https://www.loc.gov/item/00279384301-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Iasonas Nikiteas
,,sinai,"Sinai Arabic 172. Arabic Lectionary of Acts and Epistles: manuscript, [13th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,21198/z1bk2gmg,ark:/21198/z1bv8m20,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,Kamil|~|LOC,,,,,274 ff. ; 1196.2 g,Codex,204 x 153 x 88 mm,Paper,,,,,,,,,,"Rubrication|~|Decoration, Geometric|~|Marginalia|~|Initial(s), Decorated|~|Headpiece(s)","1 blank stub between 3r-2v, 31r-30v",text,Liturgical texts|~|Lectionaries,Arabic|~|Greek,right-to-left,Arabic|~|Greek,Naskh|~|Greek minuscule,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 172,,Sinai. Old Collection,,,https://www.loc.gov/item/00279384520-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades
