File Name,Item Sequence,Visibility,Title,Thumbnail URL,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,AltTitle.other,AltTitle.uniform,Place of origin,Date.normalized,Date binding,Date.creation,Scribe,Illuminator,Rubricator,Author,Commentator,Compiler,Translator,Summary,Contents note,Colophon,Incipit,Explicit,Motif,Bibliography,References,Provenance,Signature,General note,Physical Description,Format.extent,Format,Format.dimensions,Support,Foliation,Collation,Page layout,Writing and hands,Illustrations note,Inscription,Additions,Binding note,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights.statementLocal,Rights contact,Name.repository,AltIdentifier.local,Series,Collection (physical),Undertext object(s),Overtext mss,Other version,Ms cataloger/scholar,(originator of the digitized object),Lens make | Lens model,Aperature,Camera Operator,IIIF Manifest URL
,,sinai,"Sinai Arabic 536. Paradise of the Fathers ; Lives of Saints : manuscript, 1277. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw34gm%2Fp449hq74/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1zw34gm,Work,,,,1277,,1277,,,,,,,,,Selection from the Paradise of the Fathers ; Life of St. Anthony by St. Athanasius ; Life of St. Pachomius including also the Life of Theodulus his pupil,,,,,,Kamil,,,,,404 ff. ; 1845.3 g,Codex,222 x 167 x 101 mm,Paper,,,,,,,,,,Rubrication|~|Colophon,,text,Historical works|~|Hagiographies,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 536,,Sinai. Old Collection,,,https://www.loc.gov/item/00279390325-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Lampros Galanis,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zw34gm/manifest
,,sinai,"Sinai Arabic 541. Life of St. Pachomius and some of his disciples : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v42csn%2Fmw73bk2g/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1v42csn,Work,,,,1201/1300,,13th c.,,,,,,,,,Includes a note on the conversion of dates of different calendars,,,,,,Kamil,,,,,105 ff. ; 716.9 g,Codex,221 x 146 x 46 mm,Paper,,,,,,,,,,Rubrication,,text,Historical works|~|Hagiographies,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 541,,Sinai. Old Collection,,,https://www.loc.gov/item/00279390398-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v42csn/manifest
,,sinai,"Sinai Arabic 560. Mimars : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc1n3s%2Fqq07q30x/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1qc1n3s,Work,,,,1201/1300,,13th c.,,,,,,,,,"Mimars by SS. Ephraem, John Chrysostom, Basil, John Damas­cene, Anastasius, John Climax, and Dorotheus",,,,,,Kamil,,,,,264 ff. ; 1401.6 g,Codex,222 x 158 x 92 mm,Paper,,,,,,,,,,"Rubrication|~|Headpiece(s)|~|Decoration, Vegetative|~|Decoration, Geometric|~|Marginalia",,text,Theological works|~|Mimars,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 560,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871036/NLI,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Lampros Galanis,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qc1n3s/manifest
,,sinai,"Sinai Arabic 565. Paradise of the Fathers : manuscript, 1622. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km0wfz%2F35777v7m/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1km0wfz,Work,,,,1622,,1622,,,,,,,,,,,,,,,Kamil,,,,,476 ff. ; 1866.3 g,Codex,229 x 169 x 94 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia,,text,Historical works|~|Hagiographies,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 565,,Sinai. Old Collection,,,https://www.loc.gov/item/00279390593-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Iasonas Nikiteas,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1km0wfz/manifest
,,sinai,"Sinai Arabic 578. The diseases of the eye and their treatment by ‘Alī ibn Īsā : manuscript, [11th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv04nq%2Fg503k706/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1fv04nq,Work,,,,1001/1100,,11th c.,,,,,,,,,,,,,,,Kamil,,,,,59 ff. ; 330.5 g,Codex,221 x 153 x 30 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia|~|Colophon,,text,Scientific works,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 578,,Sinai. Old Collection,,,https://www.loc.gov/item/00279390544-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Vasilis Kasotakis,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fv04nq/manifest
,,sinai,"Sinai Arabic 587. Horologion : manuscript, 1787. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29cw9%2Fq536qn68/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1b29cw9,Work,,Horologion,,1787,,1787,,,,,,,,,,,,,,,Kamil,,,,,22 ff. ; 55.6 g,Codex,157 x 108 x 8 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia|~|Colophon,,text,Liturgical texts,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 587,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871433/NLI#$FL42425248,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b29cw9/manifest
,,sinai,"Sinai Arabic 625. Two religious debates between a Moslem prince and a Christian monk in presence of the Caliph : manuscript, [16th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d7bmr%2F7x18dh0t/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z16d7bmr,Work,,,,1501/1600,,16th c.,,,,,,,,,Beginning of first debate lost. Second debate is between a monk (Ibrahim at-Tabarani) and a prince (Abd ar-Rahman ibn nbd al-Malik ibn Salih al-Hashimi). Subject of second debate is the sonship of Christ to God and God’s Trinity,,,,,,Kamil,,,,,110 ff. ; 613.5 g,Codex,220 x 161 x 43 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia|~|Colophon,,text,Theological works|~|Apophthegmata,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 625,,Sinai. Old Collection,,,https://www.loc.gov/item/00279390763-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Vasilis Kasotakis,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16d7bmr/manifest
,,sinai,"Sinai Arabic 676. Treatises (34) by John Chrysostom : manuscript, 1607. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n6kvk%2Ft548hb7h/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z12n6kvk,Work,,,,1607,,1607,,,,,,,,,,,,,,,Kamil,,,,,131 ff. ; 597.1 g,Codex,224 x 162 x 33 mm,Paper,fols. 34-36 repeat,,,,,,,,,Rubrication|~|Marginalia|~|Colophon|~|Headpiece(s),,text,Theological works|~|Apophthegmata,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 676,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003890987/NLI#$FL53738742,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Iasonas Nikiteas,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12n6kvk/manifest
,,sinai,"Sinai Arabic 696. Covenant of the Prophet : manuscript, 1561. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw63d4%2F41801d8z/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1xw63d4,Work,,,,1561,,1561,,,,,,,,,Copy of the Covenant of the Prophet. Same as MS. no 599 [695] in Arabic and Turkish,,,,,,Kamil,,,,,8 ff. ; 83.0 g,Codex,191 x 142 x 7 mm,Paper,,,,,,,,,,Colophon,,text,Charters,ara|~|tur,right-to-left,Arabic|~|Ottoman Turkish,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 696,,Sinai. Old Collection,,,https://www.loc.gov/item/00279388963-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xw63d4/manifest
,,sinai,"Sinai Arabic 702. Varia : manuscript, 1421. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4m19%2F8k63g20g/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1pc4m19,Work,,,,1421,,1421,,,,,,,,,"Story of Job, story of Joseph, Saint Ephraim the Syrian on the Prophet Elias, story of a Saint Moses who lived in Rome, Sibylline Oracles, the Forty Martyrs of Sebastea (with the word “Satan” written upside down), story of Saint James the Persian, Life of Saint Elias before the coming of Islam, homily by Saint Jacob about the Prophet Aaron, the story of Saints Peter and Paul, the story of the Prophet Moses, the life of Saint John the Evangelist",,,,,,,,,,,229 ff. ; 870.1 g,Codex,206 x 145 x 68 mm,Paper,,,,,,,,,,"Rubrication|~|Headpiece(s)|~|Decoration, Vegetative|~|Marginalia|~|Decoration, Geometric",,text,Historical works|~|Hagiographies,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 702,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Vasilis Kasotakis,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pc4m19/manifest
,,sinai,"Sinai Greek 35. Psalms. Greek and Arabic : manuscript, [8th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm3v84%2Fss34d39v/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1jm3v84,Work,,Bible. Psalms,,701/900,,8th c.,,,,,,,,,,,,,,,Kamil,,,,,206 ff. ; 1547.9 g,Codex,264 x 190 x 93 mm,Parchment,,,,,,,,,,Rubrication|~|Marginalia,,text,Biblical texts,ara|~|grc,,Arabic|~|Greek,Naskh|~|Kufic|~|Greek majuscule,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Greek 35,,Sinai. Old Collection,,,https://www.loc.gov/item/00271077452-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Vasilis Kasotakis,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jm3v84/manifest
,,sinai,"Sinai Greek 36. Psalter and Odes. Greek and Arabic : manuscript, [8th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv33gw%2Fsx03hv92/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1dv33gw,Work,,Bible. Psalms|~|Bible. Odes|~|Psalter,,701/900,,8th c.,,,,,,,,,,,,,,,Kamil,,,,,198 ff. ; 1115.1 g,Codex,208 x 182 x 81 mm,Parchment,,,,,,,,,,"Rubrication|~|Marginalia|~|Decoration, Geometric",,text,Biblical texts|~|Liturgical texts,ara|~|grc,,Arabic|~|Greek,Kufic|~|Greek majuscule,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Greek 36,,Sinai. Old Collection,,,https://www.loc.gov/item/00271077440-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv33gw/manifest
,,sinai,"Sinai Syriac 8. Prophetologion for whole year ; Mimars of SS. Peter and Paul : manuscript, [10th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz196124r%2Fp250050t/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z196124r,Work,,Prophetologion,,901/1000,,10th c.,,,,,,,,,,,,,,,Kamil,,,,,149 ff. ; 1513.0 g,Codex,220 x 203 x 80 mm,Parchment,,,,,,,,,,Rubrication|~|Marginalia,,text,Liturgical texts,syr,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 8,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz196124r/manifest
,,sinai,"Sinai Syriac 13. Lectionary of Gospels and Epistles : manuscript, [11th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f09d1%2F8455609z/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z15f09d1,Work,,Lectionary,,1001/1100,,11th c.,,,,,,,,,,,,,,,Kamil,,,,,237 ff. ; 1679.0 g,Codex,221 x 167 x 107 mm,Parchment,,,,,,,,,,Rubrication|~|Marginalia,,text,Lectionaries|~|Liturgical texts|~|Biblical texts|~|Gospel books,syr,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 13,,Sinai. Old Collection,,,https://www.loc.gov/item/00279386322-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15f09d1/manifest
,,sinai,"Sinai Syriac 14. Sayings of SS. Macarius, John Carpatheus, Isaac the Syrian and Gregory Nazienzis : manuscript, [10th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9jq6%2Ff055c068/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z11n9jq6,Work,,,,901/1000,,10th c.,,,,"Isaac, Bishop of Nineveh, active 7th century|~|Gregory, of Nazianzus, Saint|~|Macarius, the Egyptian, Saint, active 4th century",,,,,,,,,,,Kamil,,,,,183 ff. ; 1125.9 g,Codex,219 x 168 x 68 mm,Parchment,,,,,,,,,,Rubrication|~|Marginalia,,text,Theological works|~|Apophthegmata,syr,right-to-left,Syriac,Estrangela,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 14,,Sinai. Old Collection,,,https://www.loc.gov/item/00279386310-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11n9jq6/manifest
,,sinai,"Sinai Syriac 35. Book of Samuel I and part of II : manuscript, [7th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww9296%2Fz7653897/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1ww9296,Work,,Bible. Samuel,,601/700,,7th c.,,,,,,,,,,,,,,,Kamil,,,,,109 ff. ; 989.5 g,Codex,220 x 156 x 67 mm,Parchment,,,,,,,,,,Rubrication|~|Marginalia,,text,Biblical texts,syr,right-to-left,Syriac,Estrangela,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 35,,Sinai. Old Collection,,,https://www.loc.gov/item/00279386498-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Vasilis Kasotakis,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ww9296/manifest
,,sinai,"Sinai Syriac 50. Sticherarion : manuscript, [12th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s489m7%2Fj051db3g/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1s489m7,Work,,Sticherarion,,1101/1200,,12th c.,,,,,,,,,,,,,,,Kamil,,,,,99 ff. ; 918.0 g,Codex,216 x 160 x 60 mm,Parchment,,,,,,,,,,Rubrication|~|Marginalia,,text,Liturgical texts|~|Hymnals,syr,right-to-left,Syriac,Serto,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 50,,Sinai. Old Collection,,,https://www.loc.gov/item/00279386620-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Vasilis Kasotakis,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s489m7/manifest
,,sinai,"Sinai Syriac 76. Lectionary of Gospels : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc7jtm%2F6c57pg2d/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1nc7jtm,Work,,Evangelion,,1201/1300,,13th c.,,,,,,,,,,,,,,,Kamil,,,,,224 ff. ; 1273.7 g,Codex,227 x 167 x 88 mm,Paper,,,,,,,,,,"Rubrication|~|Headpiece(s)|~|Decoration, Vegetative|~|Decoration, Geometric",,text,Lectionaries|~|Liturgical texts|~|Biblical texts|~|Gospel books,syr,right-to-left,Syriac,Serto,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 76,,Sinai. Old Collection,,,https://www.loc.gov/item/00279387594-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Iasonas Nikiteas,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nc7jtm/manifest
