File Name,Item Sequence,Visibility,Title,Thumbnail URL,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,AltTitle.other,AltTitle.uniform,Place of origin,Date.normalized,Date binding,Date.creation,Scribe,Illuminator,Rubricator,Author,Commentator,Compiler,Translator,Subject name,Subject topic,Subject place,Subject temporal,Summary,Contents,Colophon,Incipit,Explicit,Motif,Bibliography,References,Provenance,Signature,General note,Physical Description,Format.extent,Format,Format.dimensions,Support,Foliation,Collation,Page layout,Writing and hands,Illustrations note,Inscription,Additions,Binding note,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights.statementLocal,Rights contact,Name.repository,AltIdentifier.local,Series,Collection (physical),Undertext object(s),Overtext mss,Other version,Ms cataloger/scholar,(originator of the digitized object),Lens make | Lens model,Aperature,Camera Operator
,,sinai,"Sinai Arabic 536. Paradise of the Fathers ; Lives of Saints: manuscript, 1277.  St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1zw34gm,Work,,,,1277,,1277,,,,,,,,,,,,,,,,,,,Kamil|~|LOC,,,,,404 ff. ; 1845.3 g,Codex,222 x 167 x 101 mm,Paper,,,,,,,,,,,,text,Historical works|~|Hagiographies,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 536,,Sinai. Old Collection,,,https://www.loc.gov/item/00279390325-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Lampros Galanis
,,sinai,"Sinai Arabic 541. Life of St. Pachomius and some of his disciples: manuscript, [13th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1v42csn,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,Kamil|~|LOC,,,,,105 ff. ; 716.9 g,Codex,221 x 146 x 46 mm,Paper,,,,,,,,,,,,text,Historical works|~|Hagiographies,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 541,,Sinai. Old Collection,,,https://www.loc.gov/item/00279390398-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades
,,sinai,"Sinai Arabic 560. Mimars: manuscript, [13th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1qc1n3s,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,,,264 ff. ; 1401.6 g,Codex,222 x 158 x 92 mm,Paper,,,,,,,,,,,,text,Theological works|~|Mimars,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 560,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871036/NLI,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Lampros Galanis
,,sinai,"Sinai Arabic 565. Paradise of the Fathers: manuscript, 1622.  St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1km0wfz,Work,,,,1622,,1622,,,,,,,,,,,,,,,,,,,Kamil|~|LOC,,,,,476 ff. ; 1866.3 g,Codex,229 x 169 x 94 mm,Paper,,,,,,,,,,,,text,Historical works|~|Hagiographies,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 565,,Sinai. Old Collection,,,https://www.loc.gov/item/00279390593-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Iasonas Nikiteas
,,sinai,"Sinai Arabic 578. The diseases of the eye and their treatment by ‘Alī ibn Īsā: manuscript, [11th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1fv04nq,Work,,,,1001/1100,,11th c.,,,,,,,,,,,,,,,,,,,Kamil|~|LOC,,,,,59 ff. ; 330.5 g,Codex,221 x 153 x 30 mm,Paper,,,,,,,,,,,,text,Scientific works,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 578,,Sinai. Old Collection,,,https://www.loc.gov/item/00279390544-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Vasilis Kasotakis
,,sinai,"Sinai Arabic 587. Horologion: manuscript, 1787.  St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1b29cw9,Work,,,,1787,,1787,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,,,22 ff. ; 55.6 g,Codex,157 x 108 x 8 mm,Paper,,,,,,,,,,,,text,Liturgical texts|~|Horologion,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 587,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871433/NLI#$FL42425248,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades
,,sinai,"Sinai Arabic 625. Two religious debates between a Moslem prince and a Christian monk in presence of the Caliph: manuscript, [16th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z16d7bmr,Work,,,,1501/1600,,16th c.,,,,,,,,,,,,,,,,,,,Kamil|~|LOC,,,,,110 ff. ; 613.5 g,Codex,220 x 161 x 43 mm,Paper,,,,,,,,,,,,text,Theological works|~|Apophthegmata,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 625,,Sinai. Old Collection,,,https://www.loc.gov/item/00279390763-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Vasilis Kasotakis
,,sinai,"Sinai Arabic 676. Treatises (34) by John Chrysostom: manuscript, 1607.  St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z12n6kvk,Work,,,,1607,,1607,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,,,131 ff. ; 597.1 g,Codex,224 x 162 x 33 mm,Paper,fols. 34-36 repeat,,,,,,,,,,,text,Theological works|~|Apophthegmata,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 676,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003890987/NLI#$FL53738742,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Iasonas Nikiteas
,,sinai,"Sinai Arabic 696. Covenant of the Prophet: manuscript, 1561.  St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1xw63d4,Work,,,,1561,,1561,,,,,,,,,,,,,,,,,,,Kamil|~|LOC,,,,,8 ff. ; 83.0 g,Codex,191 x 142 x 7 mm,Paper,,,,,,,,,,,,text,Charters,Arabic|~|Turkish,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 696,,Sinai. Old Collection,,,https://www.loc.gov/item/00279388963-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades
,,sinai,"Sinai Arabic 702. Varia: manuscript, 1421.  St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1pc4m19,Work,,,,1421,,1421,,,,,,,,,,,,,,,,,,,,,,,,229 ff. ; 870.1 g,Codex,206 x 145 x 68 mm,Paper,,,,,,,,,,,,text,Historical works|~|Hagiographies,Arabic,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 702,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Vasilis Kasotakis
,,sinai,"Sinai Greek 35. Psalms. Greek and Arabic: manuscript, [8th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1jm3v84,Work,,,,701/900,,8th c.,,,,,,,,,,,,,,,,,,,Kamil|~|LOC,,,,,206 ff. ; 1547.9 g,Codex,264 x 190 x 93 mm,Parchment,,,,,,,,,,,,text,Biblical texts,Arabic|~|Greek,,Arabic|~|Greek,Naskh|~|Uncial,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Greek 35,,Sinai. Old Collection,,,https://www.loc.gov/item/00271077452-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Vasilis Kasotakis
,,sinai,"Sinai Greek 36. Psalter and Odes. Greek and Arabic: manuscript, [8th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1dv33gw,Work,,,,701/900,,8th c.,,,,,,,,,,,,,,,,,,,Kamil|~|LOC,,,,,198 ff. ; 1115.1 g,Codex,208 x 182 x 81 mm,Parchment,,,,,,,,,,,,text,Biblical texts,Arabic|~|Greek,,Arabic|~|Greek,Kufic|~|Uncial,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Greek 36,,Sinai. Old Collection,,,https://www.loc.gov/item/00271077440-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades
,,sinai,"Sinai Syriac 8. Prophetologion for whole year ; Mimars of SS. Peter and Paul: manuscript, [10th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z196124r,Work,,,,901/1000,,10th c.,,,,,,,,,,,,,,,,,,,Kamil,,,,,149 ff. ; 1513.0 g,Codex,220 x 203 x 80 mm,Parchment,,,,,,,,,,,,text,Liturgical texts,Syriac,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 8,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades
