File Name,Item Sequence,Title,Descriptive title,Thumbnail URL,viewingHint,Parent ARK,Item ARK,Object Type,AltTitle.other,AltTitle.uniform,Place of origin,Date.normalized,Date.creation,Scribe,Author,Associated name,Contributors,Contents note,Colophon,Incipit,Explicit,References,Provenance,General note,Format.extent,Format.weight,Form,Format.dimensions,Support,Foliation,Page layout,Hand note,Illustrations note,Inscription,Additions,Binding note,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights.statementLocal,Rights contact,Name.repository,Shelfmark,Collection,Other version(s),IIIF Manifest URL,delivery,image count,Viscodex
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 26",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rdg%2F1j62829t/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z16t2cw0,Work,New Testament Lectionary ; Protoevangelium of James,Lectionary|~|Gospel of James (Apocryphal),,501/600,6th c. CE,,,,,,,,,Philothée,,,8 ff.,74.5 g,Quire(s),266 x 223 x 10.0 mm,Parchment,,,,,,,,,,,text,Liturgical texts|~|Apocrypha,syc,right-to-left,Syriac,Estrangela,"Large and regular Estrangelo, dark brown with red dots.",Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 26,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16t2cw0/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 27",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rdg%2Fkp91tt85/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1350bhd,Work,Genesis 47:18-24 and Genesis 48:19-25,Bible. Old Testament,,543,543 CE,,,,,"Fragments from the end of Genesis , date given in colophon as (December) AG 855 / AD 543 , earliest dated witness of the use of the 'ship' colophon",,,,Philothée,,,7 ff.,60.6 g,Quire(s),260 x 211 x 12.0 mm,Parchment,,,,,,,,,Dated|~|Colophon,,text,Biblical texts,syc,right-to-left,Syriac,Estrangela,Large and regular Estrangelo script,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 27,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1350bhd/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 28",Three homilies on the Gospel of John,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9v3g%2Fnb86hk1d/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1zc9v3g,Work,,,,601/700,7th c. CE,,,,,,,,,Philothée,,,12 ff.,105.4 g,Quire(s),266 x 177 x 19.0 mm,Parchment,,,,,,,,,,,text,Commentaries|~|Theological works,syc,right-to-left,Syriac,Estrangela,Regular Estrangelo script,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 28,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zc9v3g/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 3",Lives of the Saints ; Hymns,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28qb0%2F5z16512v/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1tm9397,Work,,Bible. Psalms,,1201/1300,13th c. CE,,,,,,,,,Philothée,,,163 ff.,476.3 g,Codex,128 x 113 x 116.0 mm,Parchment,,,,,,,,,Palimpsest,,text,Biblical texts|~|Hagiographies|~|Hymnals,syc,right-to-left,Syriac,Serto|~|Estrangela,Palimpsest in Estrangela,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 3,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tm9397/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 30",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv8bhm%2F9z528v75/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1pv8bhm,Work,"First book of Maccabees, 1-3",Bible. Maccabees,,501/700,6th-7th c. CE,,,,,I Maccabees,,,,Philothée,,,7 ff.,48.9 g,Quire(s),229 x 137 x 22.0 mm,Parchment,,,,,,,,,,,text,Biblical texts,syc,right-to-left,Syriac,Estrangela,Ample and regular Estrangelo,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 30,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pv8bhm/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 31",Eight idioms of the Resurrection (?),"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rdg%2Fgd59tc7n/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1k37krr,Work,,,,1179,1179 CE,,,,,,,,,Philothée,,,8 ff.,33.7 g,Quire(s),219 x 148 x 7.0 mm,Parchment,,,,Decorative elements [ff. 2r-2v],,,,,Dated,,text,Theological works,syc,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 31,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k37krr/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 32",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rdg%2Fn068562g/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1fb6v3b,Work,,Acts of Andrew and Matthias (Apocryphal),,601/800,7th-8th c. CE,,,,,,,,,Philothée,,,6 ff.,37.5 g,Quire(s),212 x 137 x 10.0 mm,Parchment,,,,,,,,,,,text,Apocrypha,syc,right-to-left,Syriac,Estrangela,Large print Estrangelo,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 32,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fb6v3b/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 33",Sayings of the Desert Fathers,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rdg%2Fhd959c8s/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z19k63fw,Work,,,,701/900,8th-9th c. CE,,,,,,,,,Philothée,,,10 ff.,35.0 g,Quire(s),202 x 130 x 12.0 mm,Parchment,,,,,,,,,,,text,Hagiographies,syc,right-to-left,Syriac,Estrangela,Fine and regular Estrangelo,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 33,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19k63fw/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 34",Homily on the Soul,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv2dzm%2Fgb32f11f/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z15x423f,Work,,,,801/1000,9th-10th c. CE,,,,,,,,,Philothée,,,2 ff.,15.8 g,Bifolium,223 x 140 x 4.0 mm,Parchment,,,,,,,,,,,text,Commentaries|~|Theological works,syc,right-to-left,Syriac,Serto,Very finely written Serto,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 34,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15x423f/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 35","Homily on Virginity, by Gregory of Nazianzus (Nyssa?)","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv2dzm%2F8x27c57z/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z12539fx,Work,,,,701/900,8th-9th c. CE,,,,,,,,,Philothée,,,4 ff.,28.0 g,Quire(s),223 x 149 x 11.0 mm,Parchment,,,,,,,,,,,text,Commentaries|~|Theological works,syc,right-to-left,Syriac,Estrangela,Fine and regular Estrangelo,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 35,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12539fx/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 37",Evagrius' Chapters on Prayer,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd2swb%2Fxg28g46d/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1xd2swb,Work,,,,801/1000,9th-10th c. CE,,"Evagrius, Ponticus, 345?-399",,,"Palimpsest ; Old Syriac Gospels , overwritten by Evagrius's Treatise on Prayer",,,,Philothée,,,6 ff.,31.8 g,Quire(s),226 x 172 x 10.0 mm,Parchment,,,,,,,,,,,text,Theological works,syc,right-to-left,Syriac,Estrangela,"Estrangelo, 3rd-4th century",Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 37,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xd2swb/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 38",Instructions to Monks,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612rfs%2Frn27q48x/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1sn224z,Work,,,,801/1000,9th-10th c. CE,,,,,"Palimpsest ; Christian Palestinian Aramaic overwritten by John of Sinai's Ladder, chapter 31",,,,Philothée,,,8 ff.,47.8 g,Quire(s),227 x 184 x 10.0 mm,Parchment,,,,,,,,,,,text,,syc,right-to-left,Syriac,Serto,Large and square script,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 38,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sn224z/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 39",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612rfs%2F3p446b5z/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1nw19cs,Work,"Fragments of the Gospels of John, Luke and Matthew",Bible. Gospels|~|Bible. John|~|Bible. Luke|~|Bible. Matthew,,801/1000,9th-10th c. CE,,,,,"Palimpsest ; Old Syriac Gospels , overwritten by Diadochus' of Photike's treatise On Spiritual Perfection , no other Syriac translation is known to exist ; bilingual Syriac-Arabic text containing Bar Sira (Ecclesiasticus) 7:10-18",,,,Philothée,,,18 ff.,104.2 g,Quire(s),230 x 181 x 19.0 mm,Parchment,,,,,,,,,,,text,Biblical texts|~|Gospel books,syc,right-to-left,Syriac,Estrangela,4th-5th century Estrangelolo,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 39,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nw19cs/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 40",Hymns of Isaac the Monk,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rdg%2F1r588v91/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1j40jq8,Work,,,,501/600,6th c. CE,,,,,Poem on the Nativity attributed to Isaac the Solitary (Ihidaya) ;  author and work elsewhere unknown (Philothée),,,,Philothée,,,10 ff.,61.2 g,Quire(s),205 x 159 x 15.0 mm,Parchment,,,,,,,,,,,text,Hymnals,syc,right-to-left,Syriac,Estrangela,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 40,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j40jq8/manifest,delivery 7.2,,
