File Name,Item Sequence,Visibility,Title,Thumbnail URL,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,AltTitle.other,AltTitle.uniform,Place of origin,Date.normalized,Date binding,Date.creation,Scribe,Illuminator,Rubricator,Author,Commentator,Compiler,Translator,Summary,Contents note,Colophon,Incipit,Explicit,Motif,Bibliography,References,Provenance,Signature,General note,Physical Description,Format.extent,Format,Format.dimensions,Support,Foliation,Collation,Page layout,Writing and hands,Illustrations note,Inscription,Additions,Binding note,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights.statementLocal,Rights contact,Name.repository,AltIdentifier.local,Series,Collection (physical),Undertext object(s),Overtext mss,Other version,Ms cataloger/scholar,(originator of the digitized object),Lens make | Lens model,Aperature,Camera Operator,IIIF Manifest URL
,,sinai,"Sinai Arabic 88. Four Gospels : manuscript, 1290. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n88f4r%2Fmr04x99w/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1n88f4r,Work,,Bible. Gospels,,1290,,1290,,,,,,,,,,,,,,,Kamil,,,,,307 ff. ; 1674.4 g,Codex,222 x 164 x 95 mm,Paper,,,,,,,,,,"Rubrication|~|Marginalia|~|Decoration, Geometric|~|Headpiece(s)",,text,Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 88,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Lampros Galanis,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n88f4r/manifest
,,sinai,"Sinai Arabic 91. Four Gospels : manuscript, 1289. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh7pfg%2Fng55nc3d/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1hh7pfg,Work,,Bible. Gospels,,1289,,1289,,,,,,,,,"Beginning with St. Matthew IV, 23 and followed by Calendar of readings according to Greek rite",,,,,,Kamil,,,,,264 ff. ; 1444 g,Codex,225 x 161 x 84 mm,Paper,,,,,,,,,,"Rubrication|~|Marginalia|~|Decoration, Geometric|~|Headpiece(s)|~|Colophon",,text,Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 91,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,Vasilis Kasotakis,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hh7pfg/manifest
,,sinai,"Sinai Arabic 102. Four Gospels : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv5n31%2F2744gm6b/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1cv5n31,Work,,Bible. Gospels,,1201/1300,,13th c.,,,,,,,,,,,,,,,Kamil,,,,,218 ff. ; 1152.5 g,Codex,216 x 153 x 74 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia,,text,Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 102,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cv5n31/manifest
,,sinai,"Sinai Arabic 108. Four Gospels : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1834wfh%2F1g22z24h/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1834wfh,Work,,Bible. Gospels,,1201/1300,,13th c.,,,,,,,,,,,,,,,Kamil,,,,,247 ff. ; 1301.4 g,Codex,208 x 165 x 85 mm,Paper,f. 111 written as 101,,,,,,,,,Rubrication|~|Marginalia|~|Colophon,,text,Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 108,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1834wfh/manifest
,,sinai,"Sinai Arabic 109. Four Gospels : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b44rm%2Fxn402r6g/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z14b44rm,Work,,Bible. Gospels,,1201/1300,,13th c.,,,,,,,,,,,,,,,Kamil,,,,,320 ff. ; 1529.8 g,Codex,215 x 161 x 101 mm,Paper,f. 303 written as 203,,,,,,,,,Rubrication|~|Marginalia|~|Colophon,signs of forcable opening at top outer corners ; fols. 1-4 have rodent damage,text,Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 109,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,Vasilis Kasotakis,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14b44rm/manifest
,,sinai,"Sinai Arabic 113. Four Gospels : manuscript, [12th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k3d0v%2Fvm57pb5k/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z10k3d0v,Work,,Bible. Gospels,,1101/1200,,12th c.,,,,,,,,,,,,,,,Kamil,,,,,183 ff. ; 1384.7 g,Codex,267 x 208 x 65 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia,,text,Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 113,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,Vasilis Kasotakis,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10k3d0v/manifest
,,sinai,"Sinai Arabic 116. Lectionary : manuscript, 985. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt2wgq%2Fvm78gf0g/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1vt2wgq,Work,,Lectionary,,985,,985,,,,,,,,,"Begins with lesson from St. John XXI, 24, 25 and ends with lesson from St. Luke III, 21, 22. Text in Arabic and Greek in two parallel columns",,,,,,Kamil,,,,,207 ff. ; 1070.5 g,Codex,214 x 162 x 77 mm,Paper,Left to right foliation,,,,,,,,,"Rubrication|~|Decoration, Geometric|~|Headpiece(s)|~|Initial(s), Decorated",,text,Liturgical texts|~|Lectionaries|~|Biblical texts,ara|~|grc,right-to-left,Arabic|~|Greek,Greek uncial,Kufic elements,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 116,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vt2wgq/manifest
,,sinai,"Sinai Arabic 132. Lectionary (Gospels), with commentary : manuscript, 1282. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r224s4%2Fhb52jp00/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1r224s4,Work,,Evangelion,,1282,,1282,,,,,,,,,,,,,,,Kamil,,,,,520 ff. ; 2358.9 g,Codex,220 x 165 x 127 mm,Paper,,,,,,,,,,"Rubrication|~|Marginalia|~|Decoration, Geometric|~|Decoration, Vegetative|~|Headpiece(s)|~|Colophon",,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 132,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,Lampros Galanis,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r224s4/manifest
,,sinai,"Sinai Arabic 137. Lectionary (Gospels), with commentary : manuscript, 1214. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md03cs%2Fph64z62b/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1md03cs,Work,,Evangelion,,1214,,1214,,,,,,,,,,,,,,,Kamil,,,,,390 ff. ; 1452.2 g,Codex,205 x 147 x 95 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia,,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 137,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1md03cs/manifest
,,sinai,"Sinai Arabic 139. Lectionary (Gospels) : manuscript, 1185. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gm9bpz%2Fg067fj8k/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1gm9bpz,Work,,Evangelion,,1185,,1185,,,,,,,,,,,,,,,Kamil,,,,,171 ff. ; 1132.4 g,Codex,224 x 148 x 79 mm,Paper,,,,,,,,,,Rubrication|~|Colophon,f. 46 torn,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 139,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,Iasonas Nikiteas,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gm9bpz/manifest
,,sinai,"Sinai Arabic 172. Arabic Lectionary (Acts and Epistles) : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv8m20%2Fth52rk6x/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1bv8m20,Work,,Lectionary,,1201/1300,,13th c.,,,,,,,,,Followed by Greek Lectionary and prayers,,,,,,Kamil,,,,,274 ff. ; 1196.2 g,Codex,204 x 153 x 88 mm,Paper,,,,,,,,,,"Rubrication|~|Decoration, Geometric|~|Marginalia|~|Initial(s), Decorated|~|Headpiece(s)",,text,Liturgical texts|~|Lectionaries|~|Biblical texts,ara|~|grc,right-to-left,Arabic|~|Greek,Naskh|~|Greek minuscule,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 172,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bv8m20/manifest
,,sinai,"Sinai Arabic 173. Lectionary (Acts and Epistles) : manuscript, 1303. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1737vc1%2Fz596f912/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1737vc1,Work,,Lectionary,,1303,,1303,,,,,,,,,"Lectionary of Acts of the Apostles, the Epistles of St. Paul and the Catholic Epistles",,,,,,Kamil,,,,,276 ff. ; 1364.2 g,Codex,223 x 157 x 90 mm,Paper,,,,,,,,,,"Rubrication|~|Decoration, Geometric|~|Headpiece(s)|~|Marginalia",,text,Liturgical texts|~|Lectionaries|~|Biblical texts,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 173,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Lampros Galanis,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1737vc1/manifest
,,sinai,"Sinai Arabic 178. Lectionary (Epistles) : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b73jb%2F4676t581/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z13b73jb,Work,,Lectionary,,1201/1300,,13th c.,,,,,,,,,,,,,,,Kamil,,,,,219 ff. ; 1098.8 g,Codex,221 x 152 x 75 mm,Paper,,,,,,,,,,"Rubrication|~|Decoration, Geometric|~|Decoration, Vegetative|~|Headpiece(s)|~|Marginalia|~|Colophon",,text,Liturgical texts|~|Lectionaries|~|Biblical texts,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 178,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13b73jb/manifest
,,sinai,"Sinai Arabic 231. Troparia and Canons : manuscript, 1351. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk6m1m%2F5786kd1q/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1zk6m1m,Work,,Troparion,,1351,,1351,,,,,,,,,,,,,,,Kamil,,,,,98 ff. ; 881.7 g,Codex,221 x 162 x 56 mm,Paper,"fols. 246-247, 249-252, 254 have foliation on the verso side",,,,,,,,,"Rubrication|~|Decoration, Geometric|~|Decoration, Vegetative|~|Marginalia|~|Headpiece(s)",,text,Liturgical texts|~|Hymnals,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 231,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zk6m1m/manifest
,,sinai,"Sinai Arabic 293. Commentary on the Gospel of St. John by St. John Chrysostom, Part I : manuscript, 1245. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt5vbb%2Fw898r184/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1tt5vbb,Work,,,,1245,,1245,,,,"John Chrysostom, Saint, -407",,,,,,,,,,,Kamil,,,,,293 ff. ; 1140.2 g,Codex,220 x 154 x 77 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 293,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tt5vbb/manifest
,,sinai,"Sinai Arabic 294. Commentary on the Gospel of St. John by St. John Chrysostom, Part II : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q53szb%2Fcq359513/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1q53szb,Work,,,,1201/1300,,13th c.,,,,"John Chrysostom, Saint, -407",,,,,,,,,,,Kamil,,,,,477 ff. ; 1633.9 g,Codex,220 x 150 x 106 mm,Paper,190-198 repeats-double sequence,,,,,,,,,Rubrication,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 294,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Lampros Galanis,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q53szb/manifest
,,sinai,"Sinai Arabic 333. Mimars of St. John Climax : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd328v%2Ftt32867m/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1kd328v,Work,,,,1201/1300,,13th c.,,,,"John, Climacus, Saint, active 6th century",,,,,,,,,,,Kamil,,,,,169 ff. ; 666.2 g,Codex,218 x 149 x 40 mm,Paper,f. 167 labeled as 179 ; f. 168 labeled as 170,,,,,,,,,"Rubrication|~|Marginalia|~|Decoration, Geometric",,text,Theological works|~|Mimars,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 333,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kd328v/manifest
,,sinai,"Sinai Arabic 354. Mimars of St. Isaac the Syrian ; Apophthegmata ; Treatises by SS. Gregory, Basil and John Chrysostom : manuscript, [12th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn29m1%2Fgc29ms3h/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1fn29m1,Work,,,,1101/1200,,12th c.,,,,"Isaac, Bishop of Nineveh, active 7th century|~|Basil, Saint, Bishop of Caesarea, approximately 329-379|~|John Chrysostom, Saint, -407",,,,,,,,,,,Kamil,,,,,188 ff. ; 813.8 g,Codex,215 x 150 x 68 mm,Paper,,,,,,,,,,Rubrication|~|Colophon,,text,Theological works|~|Mimars,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 354,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Christos Georgiades,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn29m1/manifest
