File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,AltTitle.other,AltTitle.uniform,Place of origin,Date.normalized,Date binding,Date.creation,Scribe,Illuminator,Rubricator,Author,Commentator,Compiler,Translator,Summary,Contents,Colophon,Incipit,Explicit,Motif,Bibliography,References,Provenance,Signature,General note,Physical Description,Format.extent,Format,Format.dimensions,Support,Foliation,Collation,Page layout,Writing and hands,Illustrations note,Inscription,Additions,Binding note,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights contact,Name.repository,AltIdentifier.local,Series,Collection (physical),Undertext object(s),Overtext mss,Other version,Ms cataloger/scholar,(originator of the digitized object),Lens make | Lens model,Aperature,Camera Operator
,,discovery,"Sinai Arabic 142. Commentary on the Gospel of Matthew : manuscript [ca 12th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1b86cgv,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,,,1101/1200,,12th c.,,,,,,,,,,,,,,,Gibson,,,,,324 ff. ; 1335.2 g,Codex,223 x 192 x 87 mm,Paper,f. 229 lacking,,,,,,,Back board lacking,,Rubrication|~|Marginalia,"Rodent damage on all sides. Rodent damage affecting text on ff. 1–52, 322–323. f. 14 split in half. Cellotape on some folia.",text,Theological works|~|Commentaries,ara,right-to-left,Arabic,,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 142,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871379/NLI,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
,,discovery,"Sinai Arabic 162. Acts and Epistles : manuscript, 1384. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z12v3kh1,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,كتاب الأبْركسُسِ أي أعمال الرّسل|~|السَّبعَةُ الكَاثُوليكيَّة|~|الرَّسايَل البولَصَّية|~|Praxapostolos ,Bible. Acts|~|Bible. Epistles,,1348,,1348,,,,,,,,,"Table of contents (ff. 1v–24r), Acts (ff. 24v–78r), Catholic Epistles (ff. 78v–105r), Pauline Epistles (ff. 105r–232v), Commentary on Pauline Epistles (233v–291v).","""The [copying of] Acts of Apostles, Seven Catholic Epistles, and Pauline Epistles were finished on Holy Thursday 16 in the month of Ādhār [February–March] after Divine Incarnation [Anno Domini] 1348…"" (f. 232v).",نبتدي بعَون الله و حسن توفيقه نكتب كتاب الأبركسس أي أعمال الرّسل (f. 24v)؛ نبتدي بمعُونة الله و توفيقه نكتب الرّسايل الكاثوليكية (f. 78v)؛ نبتدي بعوُن ربّنا و مَخلصَنا أیسوع المسيح نكتب بيان خبر بولص الرّسول (f. 105r)؛ نبتدي بعوُن الله و حسن توفيقه نكتُب تفاسيرالرّسايل البولصیّة (f. 233v).,كمل بعون الله و حسن توفيقه كتاب أعمال الرّسل القدّيسين المعروُف بالأبركسس (f. 78r)؛ كملت الرّسايل السَّبعَة الكاثوليكية (f. 105r)؛ نجزت بمعوُنة الله و حسن توفيقه أعمال الرّسل و السَّبعَة الكاثوليكية و الرّسايل البولصية (f. 232v)؛ … الكتاب المبارك الأصل و التّفسير … [تو]فيقه (f. 291v).,,,Gibson,,,,,291 ff. ; 2987.3 g,Codex,327 x 235 x 75 mm,Paper,,,,,,,"ff. 1r (donation inscription), 78r, 233r (reader inscription), 291v (reader inscriptions, etc)",Half of back board lacking,,Rubrication|~|Marginalia|~|Illustration(s)|~|Colophon,ff. 290–291 and back board split in half.,text,Biblical texts,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 162,,Sinai. Old Collection,,,https://www.loc.gov/item/00271071760-jo/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
,,discovery,"Sinai Arabic 170. Lectionary (Acts and Epistles with Commentary, Prophetologion, Hymns) and Kontakia : manuscript, 1285. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1z3333b,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,أبوسطلوس|~|Apostolos|~|سايعري|~|الأبركسس|~|أعمال الرّسل|~|الرّسائل القدّيس بولس|~|الرّسائل الجامعة|~|العهد العتيق|~|ترنيمات|~|قناديق,,Holy Mount Sinai Monastery (f. 184v),1285,,1285,,,,,,,,,"Table of contents (f. 1v), lectionary of Acts, Epistles, and Commentary (Easter Sunday; ff. 2r–184r), lectionary of Prophetologion, Hymns, and Pauline Epistles (Good Friday; ff. 185r–194r), Kontakia in parallel Ancient Greek and Arabic (ff. 206v–194r)","""Copying of this holy book finished on Saturday 7 in the month of Nīsān [March–April] in the year 6793 past since Allah created Our Father Adam [Year of the World (Anno Mundi)], and this book was copied in the Sinai Monastery [at] the holy mount of Allah…"" (f. 184v).",نبتدي بعَون الله و حسن توفيقه نكتب بكتابة سايعري (f. 2r)؛ نبتدي بعَون الله و ارشاده و تسديده بكتابة (f. 147v)؛ نبتدي بالإثنا عشر ترنيمة (f. 185r).,تمّ هذا الكتاب المقدّس (f. 184r)؛ تمّت قناديق (f. 194r)؛ تمّت بعون الله سبحانه (f. 194r).,,,,,,Strings (bookmark?) visible between ff. 84v–85r. ff. 1 and 149 are smaller inserts.,,208 ff. ; 2355.0 g,Codex,294 x 229 x 78 mm,Paper,,,,Two-column Arabic and Ancient Greek text on ff. 194r–206v,f. 206v,,"Front board inside (reader inscription), f. 1r (multiple reader and supplicant inscriptions), 1v (donation inscription), f. 147v (supplicant inscription), 207r, 207v (supplicant inscription, etc), Ancient Greek inscriptions, 208v (multiple supplicant and reader inscriptions)",,,Rubrication|~|Illustration(s)|~|Marginalia|~|Headpiece(s)|~|Colophon,,text,Liturgical books|~|Lectionaries,ara|~|grc,right-to-left,Arabic|~|Ancient Greek,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 170,,Sinai. Old Collection,,,https://www.loc.gov/item/00279384477-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Galanis Lampros | Kasotakis Vasilios | Georgiades Christos | Nikiteas Iasonas
,,discovery,"Sinai Arabic 176. Lectionary (Acts and Epistles with Commentary, Prophetologion, Hymns) : manuscript [ca 13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1tb2b9q,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,أعمال الرّسل|~|الرّسائل القدّيس بولس|~|الرّسائل الجامعة|~|العهد العتيق,,,1201/1300,,13th c.,,,,,,,,,"Year-round lectionary of Acts, Epistles, and Commentary (Easter Sunday; ff. 1r–278v), lectionary of Prophetologion, Hymns, and Pauline Epistles (Good Friday; ff. 279r–290r)", ,نبتدي بعَون الله و توفيقه بكتا[بَة] (f. 1r)؛ نبتدي بالإثنا عشر ترنيمة (f. 279r). ,تمّ هذا الكتاب المقدّس (f. 278v).,,,Gibson,,,,,291 ff. ; 2435.8 g,Codex,290 x 202 x 94 mm,Paper,,,,,,,"Front flyleaf 1v (donation inscription), ff. 291r, 291v (reader inscription), back board inside",,,Rubrication|~|Illustration(s)|~|Marginalia,,text,Liturgical books|~|Lectionaries,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 176,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891634/NLI,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Galanis Lampros | Kasotakis Vasilios | Georgiades Christos | Nikiteas Iasonas
,,discovery,"Sinai Arabic 179. Lectionary (Epistles with Commentary) : manuscript [ca 12th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1tb2b88,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,أبوسطلوس|~|Apostolos|~|الرّسائل القدّيس بولص ,,,1101/1200,,12th c.,,,,,,,,,,,نبتدي بمعونة الله و حسن توفيقه نكتب (f. 117r),,,,Gibson,,,,,126 ff. ; 666.8 g,Codex,258 x 176 x 40 mm,Paper,,,,,,,,Lacks binding,,Rubrication|~|Illustration(s)|~|Marginalia,"Rodent damage affecting text on ff. 1–9. Frequently, red ink from rubrication has stuck to opposite folia.",text,Liturgical books|~|Lectionaries,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 179,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891637/NLI,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Galanis Lampros | Kasotakis Vasilios | Georgiades Christos | Nikiteas Iasonas
,,discovery,"Sinai Arabic 264. Typikon : manuscript, 1336. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1pk1kgn,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,تيبيكون,Orthodox Eastern Church. Typikon,,1336,,1336,,,,,,,,,,,نبتدي بعَون الله و حسن توفيقه نكتُب (f. 2v),,,,,,,,,207 ff. ; 1628.6 g,Codex,250 x 177 x 68 mm,Paper,,,,,f. 205v,,"ff. 1ar (supplicant inscriptions, updside down), 1av (updside down), 1br (donation inscriptions), 206v (reader inscription)",,,"Rubrication|~|Marginalia|~|Decoration, Zoomorphic",,text,Liturgical books|~|Antiphonaries|~|Hymnals,ara|~|grc,right-to-left,Arabic|~|Ancient Greek,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 264,,Sinai. Old Collection,,,https://www.loc.gov/item/00279384623-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
,,discovery,"Sinai Arabic 271. Basilios' Psalms Commentary, and Psalms : manuscript, 1233. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1jt0tsc,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,Bible. Psalms,Holy Mount Sinai Monastery (f. 229v),1233,,1233,Michael (f. 229v),,,"Basil, Saint, Bishop of Caesarea, approximately 329-379",,,‘Abdullah ibn al-Faḍl ibn ‘Abdullah?,,"Basilios' commentary on Psalms (ff. 1bv–126r), Psalms (ff. 127r–229r)","""Here ends with the help of Allah the Most High the Book of Psalms … Michael, the humble poor one, copied it at the Holy Mount Sinai Monastery and, it [copying] finished on Monday 13 in the month of Ḥazīrān [June] in the Year of the Existence of the World [Anno Mundi] 6741…"" (f. 229v).",,تمّ بعون الله تعالیٰ كتاب (f. 229r)؛ تمّ بعون الله تعالیٰ كتاب (f. 229v).,,,,,,,,232 ff. ; 1906.7 g,Codex,269 x 184 x 85 mm,Paper,,,,Scribe: Michael (f. 229v),,,"ff. 1av, 231r",,,Rubrication|~|Marginalia|~|Colophon,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 271,,Sinai. Old Collection,,,https://www.loc.gov/item/00279384672-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
,,discovery,"Sinai Arabic 281. John Chrysostom's Commentary on Genesis : manuscript, 1225. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1f20336,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,"John Chrysostom, Saint, -407. Homilies on Genesis",Saint Chariton [Pharan] Monastery (f. 385v),1225,,1225,,,,"John Chrysostom, Saint, -407",,,‘Abdullah ibn al-Faḍl ibn ‘Abdullah,,,"""Here was completed with the aid of Allah the Most High [the copying of] the explication of our father senior amongst the saints, John Chrysostom, of the First Book of the Torah; and together they are sixty-six treatises, [the completion of] which was on Monday 20 in the month of Ushbāṭ [January–February] in the Year of the World [Anno Mundi] 6731. ‘Abdullah ibn al-Faḍl ibn ‘Abdullah translated it from the Greek language into the Arabic language, and it was copied at Saint Chariton [Pharan] Monastery…"" (f. 384r–385v).",,تمّ بمعونة الله تعالیٰ (f. 385r).,,,,,,,,387 ff. ; 2928.9 g,Codex,285 x 207 x 116 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia|~|Colophon,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 281,,Sinai. Old Collection,,,https://www.loc.gov/item/00279384714-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Galanis Lampros | Kasotakis Vasilios | Georgiades Christos | Nikiteas Iasonas
,,discovery,"Sinai Arabic 283. Commentary on Genesis : manuscript [ca 13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z19c81s7,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,,,1201/1300,,13th c.,,,,"John Chrysostom, Saint, -407",,,,,,,,,,,,,,,,256 ff. ; 2216.8 g,Codex,278 x 217 x 79 mm,Paper,ff. 110–119 lacking,,,,,,,,,Rubrication|~|Marginalia,Rodent damage affecting text on ff. 1–5,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 283,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871000/NLI,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Galanis Lampros | Kasotakis Vasilios | Georgiades Christos | Nikiteas Iasonas
,,discovery,"Sinai Arabic 290. John Chrysostom's Commentary on the Gospel of Matthew : manuscript, 1219. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z15m792x,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,"John Chrysostom, Saint, -407. Homilies on the Gospel of Saint Matthew",,1219,,1219,,,,"John Chrysostom, Saint, -407",,,,,,"""This [copying of the] holy book was finished … during the day on Friday 14 in the month of Ḥazīrān [June] in [Anno Mundi] 6727, which fell on 29 [difficult to read] …"" (f. 207v).",نبتدي بعون الله و حسن توفيقه نكتب (f. 1r).,نجز هذا الكتاب المقدّس بمعونة ربّنا (f. 207v).,,,,,,,,208 ff. ; 1609.6 g,Codex,264 x 187 x 73 mm,Paper,,,,,f. 207v,,"f. 207v (supplicant inscription), back flyleaf 1v (supplicant inscription)",,,"Rubrication|~|Marginalia|~|Illustration(s)|~|Border(s), Decorative|~|Colophon","Water damage to the bottom half throughout, affecting text on some folia ",text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 290,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003890964/NLI,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Galanis Lampros | Kasotakis Vasilios | Georgiades Christos | Nikiteas Iasonas
,,discovery,"Sinai Arabic 301. John Chrysostom's Commentary on Hebrews : manuscript [ca 13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z15m794t,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,,,1201/1300,,13th c.,,,,"John Chrysostom, Saint, -407",,,,,,,,,,,,,,Volume 1 of Sinai Arabic 302 with many stylistic similarities,,241 ff. ; 1497.7 g,Codex,236 x 165 x 86 mm,Paper,f. 157 lacking,,,,,,"ff. 1v (supplicant inscription), 8v (donation inscription), 9r (donation inscription cont.), back flyleaf 4r ; Coptic[?] marginalia (f. 8v)",,,Rubrication|~|Marginalia|~|Illustration(s),,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 301,,Sinai. Old Collection,,,https://www.loc.gov/item/00279384726-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Galanis Lampros | Kasotakis Vasilios | Georgiades Christos | Nikiteas Iasonas
,,discovery,"Sinai Arabic 302. John Chrysostom's Commentary on Hebrews : manuscript, 1255. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z11v6jd3,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,,Holy Mount Sinai Monastery (f. 220r),1255,,1255,Nilus the Damascene monk (f. 220r),,,"John Chrysostom, Saint, -407",,,,,,"""This [copying of the] explication of our father senior amongst the saints, John Chrysostom, of the Epistle of Paul … to the Hebrews was finished on Tuesday 15 in the month of Ḥazīrān [June] in the Year of Our Father Adam [Anno Mundi] 6763, and it was copied by … Nilus the Damascene monk, which was during a time when he was resident at Mount Sinai [Monastery], the holy mount of Allah…"" (f. 220r).",إبتدا الجزو الثّاني (f. 2r)؛ إبتداه (f. 2r).,نجز تفسير (f. 220r).,,,,,,Volume 2 of Sinai Arabic 301 with many stylistic similarities,,223 ff. ; 1431.9 g,Codex,237 x 170 x 85 mm,Paper,,,,Scribe: Nilus the Damascene monk (f. 220r),,,"ff. 1v (supplicant inscription, Coptic [?]), 2r (donation inscription), 223v (aphoristic inscription)",,,Rubrication|~|Marginalia|~|Illustration(s)|~|Colophon,"Water damage to the bottom of some folia, occasionally affecting the last line",text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 302,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871010/NLI,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Galanis Lampros | Kasotakis Vasilios | Georgiades Christos | Nikiteas Iasonas
,,discovery,"Sinai Arabic 303. John Chrysostom's Commentary on Hebrews : manuscript, 1228. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1x361v6,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,,,1228,,1228,,,,"John Chrysostom, Saint, -407",,,,,,"""This [copying of the] explication of our father senior amongst the saints, John Chrysostom, of the … Epistle of Paul to the Hebrews was finished on 14 [24?] in the month of Tammūz [June–July] in the Year of the World [Anno Mundi] [6]76[x], which fell on 19 [difficult to read] of the Arabian Hegira [AH] …"" (f. 330v).",نبتدي بمعونة سيّدنا إيسوع المَسيح بن الله الحيّ الأزلي بترجمة (f. 1r).,نجز تفسير (f. 330v).,,,,,,,,331 ff. ; 2502.0 g,Codex,273 x 188 x 95 mm,Paper,,,,,,,"Front board inside (reader inscription), f. 1r (donation inscription)",,,Rubrication|~|Illustration(s)|~|Marginalia|~|Colophon,Water damage to the bottom of some folia,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 303,,Sinai. Old Collection,,,https://www.loc.gov/item/00279384738-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
,,discovery,"Sinai Arabic 304. John Chrysostom's Ninety Homilies : manuscript, 1223. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1sb593f,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,العضات|~|مواعظ يوحنّا فم الذّهب,,,1223,,1223,,,,"John Chrysostom, Saint, -407",,,,,Homilies 1–90: ff. 1r–317v; table of contents (incomplete): 318v–321v.,"""The copying finished on [difficult to read], which fell on 18 in the month of Shawwāl in 640 of the Hegira [AH]"" (f. 317r). ",نبتدي بعون الله و حسن توفيقه و إرشاده و تسديده نكتب (f. 318v).,,,,,,,,,321 ff. ; 1624.5 g,Codex,258 x 183 x 64 mm,Paper,f. 309 lacking,,,"It seems there is a change of hands starting round f. 278v; larger, unrubricated headings from then onwards. ","ff. 18v, 317v",,"ff. 15r?, 317v (donation inscription), 322r (reader inscription, etc), Coptic[?] marginalia (f. 317v)",Front and back boards lacking,,"Rubrication|~|Illustration(s)|~|Marginalia|~|Border(s), Decorative|~|Colophon","Rodent damage affecting text on ff. 1–5, 322",text,Theological works|~|Apophthegmata,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 304,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
